department_name,course_name,semester_year,term_name,course_code,student_id_count,high_school_gpa_mean
Law,A Law Student's Toolkit,2020,Fall,LAW-0100,13,3.264615385
Personal Development,A Law Student's Toolkit,2014,Fall,LAW-0100,1,3.15
Computer Science,A Law Student's Toolkit,2015,Fall,LAW-0100,2,3.47
Political Science,A Law Student's Toolkit,2016,Fall,LAW-0100,1,3.4
Computer Science,A Law Student's Toolkit,2016,Fall,LAW-0100,1,3.01
Law,Progressive Alternatives: Institutional Reconstruction Today,2016,Fall,LAW-1700,19,3.165263158
Philosophy,Progressive Alternatives: Institutional Reconstruction Today,2017,Fall,LAW-1700,1,3.19
Urban Studie,Progressive Alternatives: Institutional Reconstruction Today,2019,Fall,LAW-1700,1,4.05
Physics,Progressive Alternatives: Institutional Reconstruction Today,2014,Fall,LAW-1700,1,3.44
Classics,Advanced Business Strategy,2017,Fall,BUSI-0200,1,2.84
Business,Advanced Business Strategy,2014,Fall,BUSI-0200,3,3.316666667
Archaeology,Advanced Business Strategy,2014,Fall,BUSI-0200,1,2.8
Geography,Advanced Business Strategy,2017,Fall,BUSI-0200,1,3.16
Environment and Natural Resources,Advanced Business Strategy,2014,Fall,BUSI-0200,1,2.93
Personal Development,Advanced Business Strategy,2018,Fall,BUSI-0200,1,3.37
Anthropology,Budgeting and Scheduling Projects,2015,Fall,BUSI-0700,1,3.06
Physics,Budgeting and Scheduling Projects,2017,Fall,BUSI-0700,1,3.21
Geography,Budgeting and Scheduling Projects,2015,Fall,BUSI-0700,1,3.75
Law,Budgeting and Scheduling Projects,2016,Fall,BUSI-0700,1,2.93
Archaeology,Budgeting and Scheduling Projects,2019,Fall,BUSI-0700,1,2.94
Film,Business Fundamentals: Effective Communication,2015,Fall,BUSI-1200,1,3.31
Political Science,Business Fundamentals: Effective Communication,2018,Fall,BUSI-1200,1,2.77
Engineering,Business Fundamentals: Effective Communication,2016,Fall,BUSI-1200,1,3.51
Computer Science,Business Fundamentals: Effective Communication,2018,Fall,BUSI-1200,1,3.74
Environment and Natural Resources,Business Fundamentals: Effective Communication,2014,Fall,BUSI-1200,1,3.14
Geography,Business Intelligence Tools,2018,Fall,BUSI-1400,2,3.14
Communication,Business Intelligence Tools,2014,Fall,BUSI-1400,1,2.97
Aeronautics,Business Intelligence Tools,2016,Fall,BUSI-1400,1,3.57
Data Science,Business Intelligence Tools,2014,Fall,BUSI-1400,1,3.46
Music and Performing Arts,Business Intelligence Tools,2014,Fall,BUSI-1400,1,3.39
Film,Business Strategy from Wharton: Competitive Advantage,2019,Fall,BUSI-1500,1,2.88
Engineering,Business Strategy from Wharton: Competitive Advantage,2014,Fall,BUSI-1500,1,2.5
Anthropology,Financial Management,2014,Fall,BUSI-3700,1,4.04
Aeronautics,Financial Management,2017,Fall,BUSI-3700,2,3.345
Data Science,Financial Management,2016,Fall,BUSI-3700,1,3.58
Computer Science,Financial Management,2016,Fall,BUSI-3700,1,2.6
Astronomy,Financial Management,2017,Fall,BUSI-3700,1,3.35
Aeronautics,Inspiring Leadership through Emotional Intelligence,2017,Fall,BUSI-5800,2,3.145
Communication,Successful Negotiation: Essential Strategies and Skills,2016,Fall,BUSI-9800,2,2.805
Data Science,Successful Negotiation: Essential Strategies and Skills,2016,Fall,BUSI-9800,1,3.17
Astronomy,Successful Negotiation: Essential Strategies and Skills,2015,Fall,BUSI-9800,1,3.07
Urban Studie,Against All Odds: Inside Statistics,2014,Fall,ECON-0200,1,2.48
Music and Performing Arts,Against All Odds: Inside Statistics,2017,Fall,ECON-0200,1,3.08
Film,Against All Odds: Inside Statistics,2016,Fall,ECON-0200,1,2.86
Urban Studie,Against All Odds: Inside Statistics,2018,Fall,ECON-0200,1,3.25
Business,Crisis Globalization and Economics,2018,Fall,ECON-1100,1,3.06
Economics and Finance,Crisis Globalization and Economics,2018,Fall,ECON-1100,7,3.1
Personal Development,Crisis Globalization and Economics,2017,Fall,ECON-1100,1,3.87
Religion,Crisis Globalization and Economics,2019,Fall,ECON-1100,2,3.2
Writing,Crisis Globalization and Economics,2017,Fall,ECON-1100,1,3.2
Astronomy,Crisis Globalization and Economics,2019,Fall,ECON-1100,1,3.12
Sociology,Crisis Globalization and Economics,2016,Fall,ECON-1100,1,3.27
Sociology,Crisis Globalization and Economics,2017,Fall,ECON-1100,2,3.12
History,Crisis Globalization and Economics,2019,Fall,ECON-1100,2,2.945
Communication,Economics of Money and Banking,2018,Fall,ECON-1700,1,3.11
Sociology,Economics of Money and Banking,2018,Fall,ECON-1700,1,2.62
Business,Economics of Money and Banking,2014,Fall,ECON-1700,1,2.99
Physics,Economics of Money and Banking,2018,Fall,ECON-1700,1,2.87
Psychology and Neuroscience,Radical Capitalism,2016,Fall,ECON-6700,1,2.82
Aeronautics,Radical Capitalism,2015,Fall,ECON-6700,2,2.945
Economics and Finance,Radical Capitalism,2016,Fall,ECON-6700,8,3.0875
Anthropology,Radical Capitalism,2014,Fall,ECON-6700,1,3.05
Computer Science,Radical Capitalism,2017,Fall,ECON-6700,1,3.23
Classics,Road to the Free Digital Society,2018,Fall,MEDI-1300,1,3.03
Architecture,Road to the Free Digital Society,2014,Fall,MEDI-1300,2,3.605
Computer Science,Road to the Free Digital Society,2019,Fall,MEDI-1300,1,3.29
Design,Dave Conservatoire (Music Theory Lessons),2015,Fall,MUSI-0200,2,3.33
Geography,Dave Conservatoire (Music Theory Lessons),2019,Fall,MUSI-0200,1,2.61
Chemistry,The Unanswered Question: 6 Lectures on Music,2014,Fall,MUSI-1500,1,3.11
Literature,The Unanswered Question: 6 Lectures on Music,2014,Fall,MUSI-1500,1,3.71
Political Science,The Unanswered Question: 6 Lectures on Music,2016,Fall,MUSI-1500,1,2.29
Geography,The Unanswered Question: 6 Lectures on Music,2018,Fall,MUSI-1500,1,2.32
Philosophy,Archaeology: from Dig to Lab and Beyond,2020,Fall,ARHY-0100,1,3.37
Music and Performing Arts,Archaeology: from Dig to Lab and Beyond,2019,Fall,ARHY-0100,1,3.26
Aeronautics,Archaeology: from Dig to Lab and Beyond,2019,Fall,ARHY-0100,1,2.88
Personal Development,Archaeology: from Dig to Lab and Beyond,2016,Fall,ARHY-0100,1,3.18
Anthropology,Archaeology: from Dig to Lab and Beyond,2018,Fall,ARHY-0100,1,3.7
Engineering,Archaeology: from Dig to Lab and Beyond,2015,Fall,ARHY-0100,1,3.5
Data Science,Pyramids of Giza: Ancient Egyptian Art and Archaeology,2016,Fall,ARHY-0600,2,2.965
Engineering,Pyramids of Giza: Ancient Egyptian Art and Archaeology,2015,Fall,ARHY-0600,1,3.17
Astronomy,Pyramids of Giza: Ancient Egyptian Art and Archaeology,2016,Fall,ARHY-0600,1,3.04
Architecture,Introduction to Visual Design,2017,Fall,ARTC-1000,1,3.56
Health,Introduction to Astrophysics,2018,Fall,ASTR-1000,1,2.72
Astronomy,Introduction to Astrophysics,2016,Fall,ASTR-1000,22,3.165454545
Psychology and Neuroscience,Introduction to Astrophysics,2019,Fall,ASTR-1000,1,3.25
Law,Biochemistry,2020,Fall,BIOL-1000,1,2.84
Geography,Biochemistry,2018,Fall,BIOL-1000,1,3.07
Architecture,Biochemistry,2016,Fall,BIOL-1000,2,3.265
Computer Science,Biochemistry,2016,Fall,BIOL-1000,1,3.37
Math,Biochemistry,2017,Fall,BIOL-1000,1,3.53
Aeronautics,Biochemistry,2014,Fall,BIOL-1000,1,3.46
Chemistry,Biological Chemistry 1,2015,Fall,CHEM-0200,11,3.349090909
Chemistry,Biological Chemistry 1,2014,Fall,CHEM-0200,22,3.260454545
Geography,Biological Chemistry 1,2020,Fall,CHEM-0200,1,2.25
World Languages,Biological Chemistry 1,2018,Fall,CHEM-0200,1,2.63
Geography,Biological Chemistry 1,2016,Fall,CHEM-0200,1,3.73
Design,Chemical Structure and Reactivity,2015,Fall,CHEM-0300,1,2.98
Computer Science,Green Chemistry: An Interdisciplinary Approach to Sustainability,2017,Fall,CHEM-1500,1,2.75
Design,Green Chemistry: An Interdisciplinary Approach to Sustainability,2015,Fall,CHEM-1500,1,3.23
Law,Green Chemistry: An Interdisciplinary Approach to Sustainability,2017,Fall,CHEM-1500,1,2.88
Music and Performing Arts,Green Chemistry: An Interdisciplinary Approach to Sustainability,2017,Fall,CHEM-1500,1,2.65
Music and Performing Arts,Organic Chemistry 2,2017,Fall,CHEM-3000,1,3.18
Geography,Organic Chemistry 2,2016,Fall,CHEM-3000,1,3.13
Architecture,Organic Reactions and Pharmaceuticals,2015,Fall,CHEM-3100,2,3.41
Physics,Organic Reactions and Pharmaceuticals,2014,Fall,CHEM-3100,1,2.74
Chemistry,Organic Reactions and Pharmaceuticals,2018,Fall,CHEM-3100,5,3.338
Environment and Natural Resources,Ancient Greek History,2014,Fall,CLAS-0400,1,3.67
Sociology,Ancient Greek History,2018,Fall,CLAS-0400,2,3.18
Chemistry,Ancient Greek History,2019,Fall,CLAS-0400,1,3.14
Aeronautics,Ancient Greek History,2015,Fall,CLAS-0400,2,2.76
Sociology,Ancient Greek History,2017,Fall,CLAS-0400,1,3.46
Archaeology,Ancient Greek History,2017,Fall,CLAS-0400,1,3.38
Writing,Ancient Greek History,2018,Fall,CLAS-0400,2,3.16
Personal Development,Ancient Greek History,2017,Fall,CLAS-0400,1,3.15
Literature,Ancient Greek History,2014,Fall,CLAS-0400,1,3.83
Architecture,Causes of Human Disease: Understanding Causes of Disease,2019,Fall,HEAL-0100,1,3.61
Environment and Natural Resources,Introduction to African American Studies,2014,Fall,HIST-5100,2,3.015
Astronomy,Introduction to African American Studies,2014,Fall,HIST-5100,1,3
Literature,The Crusades,2016,Fall,HIST-7800,1,3.64
Classics,The Crusades,2016,Fall,HIST-7800,1,2.93
Classics,The Vietnam War,2014,Fall,HIST-9600,2,3.23
Math,The Vietnam War,2014,Fall,HIST-9600,1,2.61
Economics and Finance,The Vikings,2017,Fall,HIST-9700,3,3.146666667
Anthropology,The Vikings,2014,Fall,HIST-9700,1,3.43
History,The Vikings,2015,Fall,HIST-9700,4,3.0925
Film,Approaching Shakespeare,2016,Fall,LITE-0300,1,2.54
Biology,Approaching Shakespeare,2016,Fall,LITE-0300,1,3.02
Astronomy,Approaching Shakespeare,2020,Fall,LITE-0300,1,3.41
Literature,Cervantes' Don Quixote,2016,Fall,LITE-0600,5,3
Architecture,Cervantes' Don Quixote,2017,Fall,LITE-0600,2,2.5
Art,Cervantes' Don Quixote,2014,Fall,LITE-0600,1,3.58
Sociology,Post Colonial Literature for Children,2016,Fall,LITE-5000,1,3.67
Aeronautics,Post Colonial Literature for Children,2017,Fall,LITE-5000,2,3.405
Engineering,Post Colonial Literature for Children,2016,Fall,LITE-5000,1,3.67
Film,Post Colonial Literature for Children,2014,Fall,LITE-5000,2,3.255
Sociology,Post Colonial Literature for Children,2017,Fall,LITE-5000,2,3.4
Philosophy,Post Colonial Literature for Children,2018,Fall,LITE-5000,1,3.01
Business,Post Colonial Literature for Children,2017,Fall,LITE-5000,1,2.66
Biology,The Literature of Crisis,2017,Fall,LITE-6600,1,4.02
Health,The Literature of Crisis,2015,Fall,LITE-6600,1,2.91
Classics,Introduction to Probability and Statistics,2016,Fall,MATH-3400,1,3.57
Math,Mathematics: Making the Invisible Visible,2015,Fall,MATH-5000,13,3.320769231
History,Mathematics: Making the Invisible Visible,2018,Fall,MATH-5000,1,3.98
Film,Sets Counting and Probability,2014,Fall,MATH-6200,1,3.19
Geography,Sets Counting and Probability,2017,Fall,MATH-6200,1,2.96
Film,Deleuze: 8 cours de philosophie-(in French),2019,Fall,PHIL-2400,1,3.25
Sociology,Deleuze: 8 cours de philosophie-(in French),2014,Fall,PHIL-2400,1,3.55
Aeronautics,Deleuze: 8 cours de philosophie-(in French),2016,Fall,PHIL-2400,1,3.69
Political Science,Deleuze: 8 cours de philosophie-(in French),2018,Fall,PHIL-2400,1,2.94
Religion,Deleuze: Sur Spinoza (in French),2019,Fall,PHIL-2500,2,3.06
Music and Performing Arts,Deleuze: Sur Spinoza (in French),2017,Fall,PHIL-2500,1,2.82
Sociology,Free Online Audio + Video,2014,Fall,PHIL-2800,1,3.22
Chemistry,Free Online Audio + Video,2015,Fall,PHIL-2800,1,3.67
Film,Free Online Audio + Video,2015,Fall,PHIL-2800,1,2.67
Sociology,Free Online Audio + Video,2018,Fall,PHIL-2800,1,3.09
Economics and Finance,Free Online Audio + Video,2019,Fall,PHIL-2800,1,3.66
Classics,Free Online Audio + Video,2014,Fall,PHIL-2800,1,3.36
Urban Studie,Free Online Audio + Video,2014,Fall,PHIL-2800,1,3.35
Law,History of Ancient Philosophy,2014,Fall,PHIL-6100,1,3.88
Math,Medical Ethics,2015,Fall,PHIL-10800,1,3.63
Law,Medical Ethics,2020,Fall,PHIL-10800,1,3.53
Environment and Natural Resources,Philosophy of Language,2014,Fall,PHIL-13500,1,3.71
Law,Philosophy of Language,2014,Fall,PHIL-13500,2,3.515
Astronomy,Philosophy of Language,2017,Fall,PHIL-13500,1,3.35
Data Science,Plato'sProtagoras,2017,Fall,PHIL-15500,1,2.61
Writing,Plato'sProtagoras,2019,Fall,PHIL-15500,1,3.31
Urban Studie,Plato'sProtagoras,2016,Fall,PHIL-15500,1,3.36
Literature,Plato'sProtagoras,2019,Fall,PHIL-15500,2,2.9
Design,Plato'sProtagoras,2017,Fall,PHIL-15500,1,3.17
Sociology,Plato'sProtagoras,2019,Fall,PHIL-15500,1,3.21
Health,Realism in Perspective,2017,Fall,PHIL-16600,1,3.35
Design,Realism in Perspective,2015,Fall,PHIL-16600,1,3.25
Architecture,Realism in Perspective,2017,Fall,PHIL-16600,1,3.7
Film,Realism in Perspective,2016,Fall,PHIL-16600,1,2.5
Literature,Socrates,2018,Fall,PHIL-17400,1,3.18
Urban Studie,Socrates,2016,Fall,PHIL-17400,1,3.24
Architecture,The Analytic Tradition,2015,Fall,PHIL-17800,1,3.92
Astronomy,The Analytic Tradition,2018,Fall,PHIL-17800,1,3.14
Philosophy,The Analytic Tradition,2018,Fall,PHIL-17800,1,3.33
Geography,The Human Compass,2015,Fall,PHIL-18800,1,2.82
Sociology,The Human Compass,2017,Fall,PHIL-18800,1,3.59
Philosophy,The Human Compass,2018,Fall,PHIL-18800,4,3.1025
Archaeology,The Human Compass,2015,Fall,PHIL-18800,1,3.35
Archaeology,The Human Compass,2017,Fall,PHIL-18800,2,3.095
Classics,The Human Compass,2014,Fall,PHIL-18800,2,3.16
Physics,Introductory Physics,2016,Fall,PHYS-3100,2,3.15
Classics,Introductory Physics,2014,Fall,PHYS-3100,1,3.37
Chemistry,Introductory Physics,2016,Fall,PHYS-3100,1,3.27
Urban Studie,Introductory Physics,2016,Fall,PHYS-3100,1,2.19
Architecture,Introductory Physics,2016,Fall,PHYS-3100,1,3.39
Geography,Introductory Physics,2016,Fall,PHYS-3100,2,3.26
Sociology,Introductory Physics,2016,Fall,PHYS-3100,1,3.27
Physics,Modern Theoretical Physics: Quantum Mechanics (2013),2016,Fall,PHYS-3700,3,3.093333333
Law,Modern Theoretical Physics: Quantum Mechanics (2013),2015,Fall,PHYS-3700,1,2.72
Communication,Modern Theoretical Physics: Quantum Mechanics (2013),2017,Fall,PHYS-3700,1,3.47
Geography,Modern Theoretical Physics: Quantum Mechanics (2013),2014,Fall,PHYS-3700,1,2.93
Art,Modern Theoretical Physics: Quantum Mechanics (2013),2015,Fall,PHYS-3700,1,3.69
Media Studies,Modern Theoretical Physics: Quantum Mechanics (2013),2015,Fall,PHYS-3700,1,3.04
Design,Quantum Physics 1,2015,Fall,PHYS-6100,1,3.7
Anthropology,Physics for Future Presidents,2014,Fall,PHYS-6900,1,3.26
Film,Science and Cooking: From Haute Cuisine to the Science of Soft Matter,2014,Fall,PHYS-7200,1,3.08
Psychology and Neuroscience,Science and Cooking: From Haute Cuisine to the Science of Soft Matter,2015,Fall,PHYS-7200,2,3.04
Religion,Science and Cooking: From Haute Cuisine to the Science of Soft Matter,2015,Fall,PHYS-7200,1,3.23
Physics,Solid State Basics,2015,Fall,PHYS-7400,7,3.102857143
Anthropology,Stephen Hawking Lectures on Black Holes,2017,Fall,PHYS-8300,2,3.035
Communication,Stephen Hawking Lectures on Black Holes,2015,Fall,PHYS-8300,1,3.48
Computer Science,Stephen Hawking Lectures on Black Holes,2016,Fall,PHYS-8300,1,3.29
Physics,The Feynman Lectures on Physics Vol. 1: Mainly Mechanics Radiation and Heat,2015,Fall,PHYS-9400,6,3.17
Archaeology,The Feynman Lectures on Physics Vol. 1: Mainly Mechanics Radiation and Heat,2014,Fall,PHYS-9400,2,3.32
Aeronautics,Data Literacy and Data Visualization,2018,Fall,POLI-0800,1,3.87
Law,Data Literacy and Data Visualization,2015,Fall,POLI-0800,1,3.84
Law,Data Literacy and Data Visualization,2014,Fall,POLI-0800,1,3.58
Philosophy,Data Literacy and Data Visualization,2015,Fall,POLI-0800,1,3.11
Biology,Data Literacy and Data Visualization,2019,Fall,POLI-0800,1,3.43
Classics,Data Literacy and Data Visualization,2015,Fall,POLI-0800,1,3.8
Media Studies,Data Literacy and Data Visualization,2016,Fall,POLI-0800,1,3.02
Sociology,Second Amendment,2017,Fall,POLI-2600,1,3.46
Political Science,Second Amendment,2019,Fall,POLI-2600,1,3.17
Urban Studie,Second Amendment,2014,Fall,POLI-2600,1,2.97
Archaeology,Second Amendment,2017,Fall,POLI-2600,1,3.19
Architecture,Second Amendment,2018,Fall,POLI-2600,1,2.8
Physics,Second Amendment,2019,Fall,POLI-2600,1,3.3
Writing,Discovering Psychology,2018,Fall,PSYC-1600,2,3.135
Computer Science,Discovering Psychology,2017,Fall,PSYC-1600,2,3.405
Aeronautics,Discovering Psychology,2015,Fall,PSYC-1600,1,3.02
Design,Discovering Psychology,2014,Fall,PSYC-1600,1,2.73
Biology,Discovering Psychology,2017,Fall,PSYC-1600,2,3.02
Anthropology,Discovering Psychology,2015,Fall,PSYC-1600,1,3.64
Psychology and Neuroscience,Great Ideas in Psychology (Podcast based on Course),2016,Fall,PSYC-1900,10,3.306
Personal Development,Great Ideas in Psychology (Podcast based on Course),2019,Fall,PSYC-1900,1,2.86
Chemistry,Great Ideas in Psychology (Podcast based on Course),2019,Fall,PSYC-1900,1,3.6
Archaeology,Great Ideas in Psychology (Podcast based on Course),2016,Fall,PSYC-1900,1,3.25
Archaeology,Personality and Its Transformations (2017),2018,Fall,PSYC-5200,1,3.49
Astronomy,Personality and Its Transformations (2017),2015,Fall,PSYC-5200,1,3.25
Political Science,Personality and Its Transformations (2017),2015,Fall,PSYC-5200,1,3.7
Data Science,Personality and Its Transformations (2017),2016,Fall,PSYC-5200,1,3.47
Law,History of Christianity I ,2014,Fall,RELI-2000,1,3.86
Religion,History of Christianity I ,2020,Fall,RELI-2000,2,3.27
Sociology,History of Christianity I ,2014,Fall,RELI-2000,2,2.61
Classics,History of Christianity I ,2016,Fall,RELI-2000,1,2.93
Urban Studie,History of Christianity I ,2014,Fall,RELI-2000,1,3.2
Religion,Introduction to the Old Testament (Hebrew Bible),2018,Fall,RELI-2500,7,3.141428571
Media Studies,Introduction to the Old Testament (Hebrew Bible),2015,Fall,RELI-2500,1,3.23
Aeronautics,Introduction to the Old Testament (Hebrew Bible),2014,Fall,RELI-2500,1,2.6
Sociology,Rethinking Feminism,2020,Fall,SOCI-1000,4,3.25
Business,Rethinking Feminism,2015,Fall,SOCI-1000,1,3.1
Health,Rethinking Feminism,2017,Fall,SOCI-1000,1,3.73
Music and Performing Arts,Introduction to Homeric Greek,2016,Fall,WORL-2600,1,2.97
Computer Science,Introduction to Homeric Greek,2018,Fall,WORL-2600,1,2.98
Philosophy,Introduction to Homeric Greek,2019,Fall,WORL-2600,1,3.39
Urban Studie,Algorithms for Big Data,2016,Fall,COMP-0700,2,3.335
Classics,Algorithms for Big Data,2016,Fall,COMP-0700,2,3.575
Architecture,Algorithms for Big Data,2015,Fall,COMP-0700,2,3.46
Geography,Algorithms for Big Data,2019,Fall,COMP-0700,1,3.14
Art,Basic Concepts of Operating Systems & System Programming,2017,Fall,COMP-2100,1,3.25
Sociology,Basic Concepts of Operating Systems & System Programming,2016,Fall,COMP-2100,1,3.6
Urban Studie,Basic Concepts of Operating Systems & System Programming,2017,Fall,COMP-2100,1,3.45
Literature,Basic Concepts of Operating Systems & System Programming,2017,Fall,COMP-2100,1,2.63
Environment and Natural Resources,Cybersecurity Fundamentals,2017,Fall,COMP-4800,1,2.95
Biology,Cybersecurity Fundamentals,2018,Fall,COMP-4800,1,2.87
Math,Cybersecurity Fundamentals,2018,Fall,COMP-4800,2,3.38
Design,Cybersecurity Risk Management,2015,Fall,COMP-4900,1,3.03
Philosophy,Cybersecurity Risk Management,2016,Fall,COMP-4900,1,2.82
Personal Development,Google Cloud Platform Fundamentals: Core Infrastructure,2014,Fall,COMP-7300,1,3.51
